CLIENTNUM,Card_Category,Months_on_book
712755783,Blue,40
779551533,Blue,39
714405183,Blue,36
801783108,Blue,40
779839758,Blue,31
820648608,Blue,41
787587033,Blue,32
813967983,Blue,39
718067658,Blue,40
709952658,Blue,33
720824883,Blue,40
789631908,Blue,45
789089958,Silver,45
715847058,Blue,36
721256808,Blue,20
721269108,Blue,33
712770408,Blue,36
767958933,Silver,34
779866458,Blue,24
721246833,Blue,36
710752233,Blue,24
709813008,Blue,35
710219658,Blue,44
789121233,Blue,41
715146558,Blue,36
720205608,Blue,36
778606308,Blue,25
710438358,Blue,35
712562433,Blue,30
718186233,Blue,26
713717283,Blue,29
713822208,Blue,33
710466633,Blue,44
711153783,Blue,36
718230933,Blue,36
788885133,Silver,42
711637458,Blue,36
719532108,Blue,31
757643733,Blue,35
715122858,Blue,36
708384033,Blue,35
708273858,Blue,30
803952408,Blue,47
778394358,Blue,26
713180433,Blue,48
787458783,Blue,35
720315933,Blue,39
713677158,Blue,22
739828308,Blue,48
720959058,Blue,33
718090233,Blue,36
789939558,Blue,45
714169908,Blue,34
796145133,Blue,40
789233808,Blue,27
709071408,Blue,37
815830083,Blue,48
715932708,Blue,36
715281933,Blue,36
787529583,Blue,30
717446208,Blue,36
715236783,Blue,36
804583833,Blue,51
713772333,Blue,34
715321983,Blue,36
717773433,Blue,45
778632933,Blue,29
808527183,Blue,41
714514008,Blue,29
711669258,Blue,36
797218233,Blue,45
710612583,Blue,36
712613808,Blue,32
807173358,Blue,51
778349883,Blue,36
720592533,Blue,31
714668433,Blue,36
720967233,Blue,29
718629858,Blue,32
737962608,Blue,41
778207083,Blue,44
778781508,Blue,32
714142158,Blue,48
715390608,Blue,39
715243458,Blue,36
715418508,Blue,36
711164508,Silver,43
713239308,Blue,36
712323183,Blue,22
797410983,Blue,39
721167783,Blue,39
712130058,Blue,36
714060408,Blue,37
715515333,Blue,42
806970033,Blue,43
817337958,Blue,33
788132208,Blue,38
812653383,Blue,50
709762908,Blue,40
717114708,Blue,26
767388783,Blue,36
794719983,Blue,38
778378983,Blue,34
773275083,Blue,37
719971458,Blue,41
721001883,Blue,30
778245633,Blue,33
718535733,Blue,25
711909933,Blue,42
709253433,Blue,41
719797758,Blue,36
789420933,Blue,30
709850508,Blue,20
715335558,Blue,36
711516783,Blue,36
798917883,Blue,36
721525758,Blue,35
716249508,Blue,36
716953083,Blue,41
712448658,Blue,36
711766758,Blue,30
709432833,Blue,36
719964933,Blue,41
719857008,Blue,36
758340108,Silver,29
708276183,Blue,45
716481408,Blue,36
720590058,Blue,36
789347133,Blue,28
719112258,Blue,35
717748608,Blue,24
710740008,Blue,39
716694108,Blue,34
719372583,Blue,36
719981508,Blue,24
751350558,Blue,50
715123983,Blue,36
709250508,Blue,56
716754783,Blue,30
719025333,Blue,42
718566858,Blue,36
710675508,Blue,28
818729208,Blue,47
709068183,Blue,42
715358283,Blue,46
710966433,Blue,36
708575058,Blue,39
713929533,Blue,36
714087258,Blue,36
756383283,Blue,31
720766908,Blue,28
718133733,Blue,36
720823458,Blue,46
720027258,Blue,40
807604233,Blue,49
801786483,Blue,45
789138258,Blue,34
805524708,Blue,47
779642733,Blue,25
771735933,Blue,36
789917208,Blue,31
779608083,Blue,44
711287733,Blue,36
774675933,Silver,34
716741508,Blue,21
721106133,Blue,36
716698608,Blue,39
716299608,Blue,36
718116933,Blue,36
720513333,Blue,39
802460433,Blue,51
720482583,Blue,43
719584608,Blue,32
709477233,Blue,36
719512983,Blue,39
714923583,Blue,36
779397183,Blue,31
714671658,Blue,31
779218233,Blue,37
713456583,Silver,37
790221633,Blue,38
721299483,Blue,32
711701958,Blue,38
783573408,Blue,36
709641933,Blue,36
718755483,Blue,36
720914358,Blue,36
714811533,Blue,32
719898108,Blue,41
720719883,Blue,41
780338733,Blue,37
709810458,Blue,44
821356083,Blue,49
793428408,Blue,44
746453583,Blue,49
771799008,Blue,50
719075883,Blue,27
714986583,Blue,46
753233733,Blue,29
806914158,Blue,33
812671758,Blue,42
789191358,Blue,44
772111083,Blue,39
714961383,Blue,36
817288458,Blue,19
719163108,Blue,31
713922183,Blue,36
716443608,Blue,36
827953683,Blue,37
789678483,Silver,37
793630083,Blue,33
756306183,Blue,35
736893108,Blue,26
712900308,Blue,34
798045708,Blue,36
715657833,Blue,41
712111608,Blue,54
711792783,Blue,26
716067333,Blue,36
780660183,Blue,32
720761208,Blue,47
788794758,Blue,28
711150333,Blue,31
714418158,Blue,56
713634108,Blue,36
717231558,Blue,43
711589758,Blue,32
787481208,Blue,34
715516458,Blue,36
714998508,Blue,36
713328108,Blue,36
716229108,Blue,46
820925433,Blue,45
816129258,Blue,29
808903308,Blue,49
713809833,Blue,32
713542008,Blue,37
717385083,Blue,35
708652908,Blue,36
715644633,Blue,34
708761733,Blue,36
714600258,Blue,36
823566408,Blue,40
713373708,Blue,36
708307533,Blue,30
820085808,Blue,49
716685033,Blue,19
713063958,Blue,39
708371733,Blue,15
780277458,Blue,38
797232183,Blue,36
720789933,Blue,32
808281483,Blue,41
712968708,Blue,47
711263058,Blue,36
788813658,Blue,45
721444758,Blue,36
711448983,Blue,34
712664658,Blue,30
714237033,Blue,36
718370733,Blue,35
713726958,Blue,21
794160408,Blue,40
716009883,Blue,28
711873033,Blue,29
712715208,Blue,44
778899708,Blue,37
771865908,Blue,37
716273133,Blue,36
709927458,Blue,20
715162608,Blue,41
719862258,Blue,28
788719533,Blue,34
715566408,Blue,36
717359208,Blue,47
721410858,Blue,36
779420583,Blue,33
714222183,Blue,36
709079883,Blue,36
721406658,Blue,36
713782608,Blue,36
720236433,Blue,22
785106933,Blue,45
716673258,Blue,36
708341958,Blue,21
797150733,Blue,38
718279983,Blue,36
718548558,Blue,42
780360558,Blue,20
715012833,Blue,36
772388508,Blue,32
788199858,Blue,34
769578108,Blue,26
719843958,Blue,34
767197983,Blue,45
711874833,Blue,37
714930333,Blue,30
720989133,Blue,36
720893958,Blue,36
769709058,Blue,54
711005583,Blue,24
826548708,Blue,46
711093408,Blue,33
712831908,Blue,49
780222408,Blue,36
714181008,Blue,36
772346358,Blue,41
717489033,Blue,18
710969433,Blue,31
715807383,Blue,36
711807333,Blue,26
816086508,Blue,42
714424533,Blue,36
779536233,Blue,30
710794983,Blue,32
779890833,Blue,36
779837808,Blue,37
713748708,Blue,37
709123908,Blue,36
816476658,Blue,49
743800833,Blue,46
806415183,Blue,46
794054058,Blue,44
771907158,Blue,42
815789883,Blue,41
712177908,Blue,36
711234783,Blue,28
793379058,Blue,42
720480183,Blue,34
712974558,Blue,43
717409533,Blue,26
712200033,Blue,36
713563383,Blue,36
802795608,Blue,48
787452333,Blue,25
709520058,Blue,38
819690933,Blue,51
820694133,Blue,55
711800658,Blue,36
717722958,Blue,36
712279683,Blue,36
716606733,Blue,18
716060358,Blue,45
709158333,Blue,28
721113333,Blue,36
712620858,Blue,36
712855683,Blue,36
715463133,Blue,31
716551533,Blue,36
771220758,Blue,27
709920258,Blue,28
708959583,Blue,39
712510833,Blue,30
710840433,Blue,20
712853358,Blue,36
788502858,Blue,51
721139808,Blue,36
711375558,Blue,34
713798958,Blue,36
709362033,Blue,42
719860308,Blue,36
714443058,Blue,28
716315508,Blue,36
717651333,Blue,43
798489258,Blue,53
710742408,Blue,43
812089383,Blue,36
711968358,Blue,44
794227308,Blue,50
719845908,Blue,36
716851908,Blue,47
720599658,Blue,36
720401658,Blue,34
827442858,Blue,52
779034708,Blue,41
718806783,Blue,36
714484008,Blue,31
719176308,Blue,32
769662033,Blue,29
721020858,Blue,20
714630858,Blue,36
710838108,Blue,36
712662783,Blue,36
713160258,Blue,44
778163508,Blue,27
713785608,Blue,40
779905008,Blue,38
789491058,Blue,34
793736958,Blue,43
720961383,Blue,36
714202008,Blue,36
721479108,Blue,41
715549158,Blue,36
710308983,Blue,39
710981583,Blue,36
712704933,Blue,43
716165508,Blue,40
710630583,Blue,39
709571958,Blue,47
790115358,Blue,32
715904433,Blue,34
709078908,Blue,32
717541308,Blue,45
779916408,Blue,23
714979383,Blue,46
711691608,Blue,36
788930358,Blue,28
716351208,Blue,38
708266883,Blue,36
718858683,Blue,36
771617883,Blue,42
718001508,Blue,29
708995283,Blue,36
721173183,Blue,43
711102858,Blue,36
711722808,Blue,44
787466808,Blue,22
716116383,Blue,36
713257083,Blue,36
772661808,Blue,46
713382558,Blue,42
717596883,Blue,39
712993008,Blue,48
824763783,Blue,55
771730758,Blue,39
780265458,Blue,42
714256758,Blue,36
710292333,Blue,36
712171158,Blue,30
787339158,Blue,50
788782008,Gold,30
714848958,Gold,37
714987633,Blue,36
717684858,Blue,38
767376483,Blue,20
709901058,Blue,30
823149483,Blue,48
780073158,Blue,44
779998083,Blue,23
713144208,Blue,42
771594783,Blue,44
816613158,Blue,43
770774133,Silver,39
712300683,Blue,32
714536208,Blue,36
784880958,Blue,28
713784558,Blue,36
719305608,Blue,36
720190083,Blue,39
708323208,Blue,36
781183233,Blue,25
718825908,Blue,47
716963283,Blue,38
714924483,Blue,46
779922183,Blue,36
719449533,Blue,38
712559058,Blue,45
717853233,Blue,31
790069233,Blue,37
794576058,Blue,26
779877858,Blue,37
772334133,Blue,42
714139308,Blue,42
806634783,Blue,33
720101658,Blue,19
719925483,Blue,36
719572833,Blue,46
720729108,Blue,17
819214233,Blue,38
718896108,Blue,36
713723433,Blue,44
708514383,Blue,29
716961033,Blue,40
778819083,Blue,33
714773508,Blue,46
814181433,Blue,41
711984633,Blue,27
710662158,Blue,34
711356733,Blue,36
711456108,Blue,39
780727833,Blue,41
771471708,Blue,32
714320358,Blue,33
720700008,Blue,36
713027058,Blue,36
778228458,Blue,42
781137783,Blue,33
719821908,Blue,16
720537633,Blue,36
712378983,Blue,47
763681908,Blue,27
721164483,Blue,34
715447008,Blue,36
769676358,Blue,32
710487033,Blue,28
714197133,Blue,36
718488783,Blue,30
715663458,Blue,39
717865008,Blue,36
771400608,Blue,44
708148158,Blue,21
720589008,Blue,38
784795083,Blue,25
809844108,Blue,43
711521958,Blue,36
711833508,Blue,27
713146683,Blue,36
716968683,Blue,38
716279508,Blue,41
771336783,Blue,38
717502083,Blue,28
714843483,Blue,48
709745508,Blue,47
711382458,Blue,38
712190358,Blue,29
788805858,Blue,31
709102458,Blue,36
712533708,Blue,36
720326733,Blue,47
713605908,Blue,37
711598533,Blue,36
795855258,Blue,42
826783233,Blue,53
789228108,Blue,45
785230083,Blue,44
807946833,Blue,39
711011508,Blue,35
718632933,Blue,46
717284133,Blue,41
711701058,Silver,36
712228458,Blue,32
717146208,Blue,51
719028783,Blue,29
713274183,Blue,35
789218433,Blue,22
790139583,Blue,32
720218658,Blue,26
747074058,Blue,40
719170683,Blue,29
708753633,Blue,32
710780883,Blue,38
785237958,Blue,39
711333933,Blue,36
710797833,Blue,30
720154533,Blue,39
719123958,Blue,27
780942633,Blue,32
720034983,Silver,13
717307158,Blue,36
708876183,Silver,43
712660308,Blue,36
715958583,Blue,43
771546708,Blue,34
711252258,Blue,36
772585008,Blue,38
751143858,Blue,52
708824958,Blue,42
819612933,Blue,47
712804383,Blue,38
790149483,Blue,35
712121508,Blue,30
778853358,Blue,40
716512383,Blue,36
823548858,Blue,49
712144158,Blue,48
824560758,Blue,31
757710783,Blue,29
713081583,Blue,32
710481333,Blue,36
721060083,Blue,27
713759583,Blue,36
717547383,Blue,32
711683358,Blue,41
710044308,Blue,27
713101383,Blue,36
757685733,Blue,36
717823383,Blue,47
796029483,Blue,43
710099358,Blue,36
713872008,Blue,42
788802483,Blue,29
817988433,Blue,51
823554783,Blue,40
710643183,Blue,23
779859558,Blue,38
798238008,Blue,30
811974483,Blue,51
778471758,Blue,37
718513233,Blue,48
718147233,Blue,31
713700258,Blue,42
780670083,Blue,28
711438033,Blue,45
712253058,Blue,40
713519508,Blue,36
789992733,Blue,42
710110683,Blue,36
720260433,Blue,34
714148758,Blue,27
715522233,Blue,27
712790358,Blue,30
714943233,Blue,31
789579033,Blue,36
708952758,Blue,35
721374033,Blue,39
808891983,Blue,37
794516508,Blue,24
714032883,Blue,36
778722033,Blue,28
823578483,Blue,40
715148658,Blue,43
709669533,Blue,30
787467858,Silver,30
708671733,Blue,36
709790058,Blue,40
712714008,Blue,28
715191258,Blue,41
757722708,Blue,35
718086783,Blue,36
815253708,Blue,41
715083633,Blue,23
792098883,Blue,31
711873858,Blue,35
713931258,Blue,45
787591008,Blue,34
801518958,Blue,50
713068833,Blue,32
710566533,Blue,27
789151983,Blue,31
766673433,Blue,38
807589908,Blue,42
708190158,Blue,26
784895358,Blue,43
710090133,Blue,51
799242033,Blue,39
719377383,Blue,28
710371683,Blue,36
719926683,Blue,33
793597833,Blue,43
713739708,Blue,53
709389558,Blue,36
811907583,Blue,40
709087983,Blue,27
712774908,Blue,29
820639908,Blue,44
713497983,Blue,36
713489358,Blue,40
711381183,Blue,36
814989933,Blue,40
711847833,Blue,32
772837083,Blue,32
713652783,Blue,36
719202708,Blue,36
714566133,Blue,36
717553683,Blue,36
814987983,Blue,32
789588933,Blue,37
714317058,Blue,36
772271508,Blue,35
716366208,Blue,36
710971908,Blue,31
711412533,Blue,35
720593583,Blue,32
720165258,Blue,29
716147658,Blue,40
778436283,Blue,21
711492258,Blue,45
771106458,Blue,41
713183508,Blue,36
710832108,Blue,44
719940483,Blue,43
715207458,Blue,39
716839983,Blue,36
781073733,Blue,41
757594083,Blue,45
764496708,Blue,47
714080433,Blue,36
757675158,Blue,40
715361433,Blue,36
778191933,Blue,35
718792758,Blue,25
709738008,Blue,36
799020258,Blue,38
718152333,Blue,36
716324583,Blue,36
720887058,Blue,35
714825408,Blue,36
788620083,Blue,41
719490108,Blue,36
709044183,Blue,27
756944133,Blue,45
785285883,Blue,43
779770683,Blue,36
718510983,Blue,41
710322033,Blue,44
710560008,Blue,33
711298458,Blue,26
789164283,Blue,44
715773783,Blue,35
779158533,Blue,25
720463833,Blue,36
712747758,Blue,36
771067308,Blue,25
750995508,Blue,32
716171358,Blue,36
794637333,Silver,25
718437033,Blue,30
718492908,Blue,36
716033508,Blue,34
717603858,Blue,42
714741933,Blue,32
716558283,Blue,36
719022558,Blue,38
717334233,Blue,43
709222008,Blue,32
719192808,Blue,36
719281533,Blue,27
710877108,Blue,32
714155283,Blue,36
771214083,Blue,32
770581983,Blue,41
718742808,Blue,46
710257683,Blue,33
721426383,Blue,36
721041483,Blue,37
719922558,Blue,33
715072533,Blue,36
716214108,Blue,36
772216833,Blue,36
708553008,Blue,36
778880358,Blue,30
720258183,Blue,25
720689583,Blue,40
758168133,Blue,43
716322783,Blue,37
711118083,Blue,43
709591533,Blue,38
794556333,Blue,27
771630783,Blue,30
708672708,Blue,31
715590258,Blue,36
714241083,Blue,39
708416433,Blue,36
779183958,Blue,33
709061658,Blue,31
717384183,Blue,53
778921908,Blue,23
714745608,Blue,33
709200633,Blue,49
714714558,Blue,27
801363633,Blue,54
778847808,Blue,23
713015433,Blue,36
711666708,Blue,39
809631483,Blue,37
808967883,Blue,43
710532258,Blue,36
812235108,Blue,39
817293258,Blue,27
714695883,Blue,36
738062658,Blue,50
709518858,Blue,38
819634233,Blue,40
711272058,Blue,28
716262708,Blue,36
708928008,Blue,36
765755283,Blue,41
711922158,Blue,45
773177358,Blue,41
779638983,Blue,30
708723858,Blue,37
712184133,Blue,24
709948233,Blue,35
709415583,Blue,21
714005508,Blue,36
712407033,Silver,13
716333283,Blue,52
715534083,Blue,33
789492558,Blue,40
770929383,Blue,28
708890133,Blue,35
788595183,Blue,36
713167383,Blue,46
717704433,Blue,37
718590183,Blue,47
719019483,Silver,36
710401458,Blue,40
720783558,Blue,48
772364358,Blue,44
719868183,Blue,30
709388058,Blue,34
717004533,Blue,36
714969183,Blue,36
720837708,Blue,28
759947433,Blue,46
767404083,Blue,45
781926633,Blue,42
772127508,Blue,20
720518283,Blue,36
715380483,Blue,49
789296133,Blue,24
711029358,Blue,36
712615008,Blue,34
816826008,Blue,36
715488483,Blue,36
717759783,Blue,34
796083783,Blue,49
709925733,Blue,22
715309083,Blue,36
778441533,Blue,26
715891533,Blue,33
788848458,Blue,24
708399858,Blue,35
711944733,Blue,36
712683633,Blue,36
785487783,Blue,53
718951683,Blue,35
718329183,Blue,47
788960658,Blue,28
713120433,Blue,42
720980958,Blue,30
709606158,Blue,31
714168183,Blue,38
712524858,Blue,28
815072283,Blue,45
715980258,Blue,25
788715483,Blue,28
809276808,Blue,42
708885558,Blue,48
789373683,Blue,35
714216858,Blue,36
719150658,Blue,34
712302783,Blue,25
799717458,Blue,36
716354883,Blue,49
719601708,Blue,35
720150858,Blue,25
824915208,Blue,40
798777708,Blue,48
805229133,Blue,41
716365233,Blue,36
796544133,Blue,48
778143183,Blue,40
717011958,Blue,23
778264008,Blue,32
789507408,Blue,40
788842008,Blue,34
714742758,Blue,24
717742908,Blue,36
712874433,Blue,36
711092658,Blue,26
720299283,Blue,33
719237058,Blue,36
719671383,Blue,30
788290383,Blue,35
779701983,Blue,32
779247483,Blue,28
767093133,Blue,45
717979008,Blue,37
712132383,Blue,34
772306383,Blue,43
714469008,Blue,29
812446158,Blue,49
779401233,Blue,36
784994883,Blue,20
721080183,Blue,20
712572858,Blue,29
719759733,Blue,52
780371433,Blue,25
822170733,Blue,41
708224133,Blue,49
719299533,Blue,36
780633483,Blue,47
771356508,Blue,28
823629333,Blue,38
712961658,Blue,32
710464683,Blue,32
716688183,Blue,43
789082758,Blue,28
709140858,Blue,47
822127008,Blue,46
720496158,Blue,42
774588633,Blue,39
788465583,Blue,35
741517458,Blue,42
709935708,Blue,43
721112508,Blue,40
720734583,Blue,32
772286658,Blue,52
807149058,Blue,43
771045708,Blue,28
711733308,Blue,36
710518308,Blue,35
716586408,Blue,36
713152383,Blue,27
771935283,Blue,36
720460083,Gold,27
825838908,Blue,35
709082808,Blue,36
710937783,Blue,40
789540108,Blue,21
709824633,Blue,35
717874533,Blue,36
712571883,Silver,36
716926758,Blue,27
716181858,Blue,29
779613933,Blue,27
712136058,Blue,36
709678608,Blue,36
714276408,Blue,36
719953383,Blue,27
718795083,Blue,26
720503508,Blue,37
770762133,Blue,38
713555133,Blue,44
711232608,Blue,36
780322908,Blue,38
708207783,Blue,42
719590458,Blue,36
778679883,Blue,19
780230208,Blue,40
827703258,Blue,38
807379833,Blue,43
711178383,Blue,35
712203333,Blue,39
709261383,Blue,36
715829358,Blue,26
713213133,Blue,36
778860783,Blue,38
779442783,Blue,21
780008358,Blue,48
721274208,Blue,36
714076683,Blue,19
788791383,Blue,21
709459608,Blue,36
711560058,Blue,36
717657333,Blue,36
812218908,Blue,36
787482033,Blue,48
779141658,Blue,33
813810333,Blue,45
789613083,Blue,41
794540883,Blue,38
811889808,Blue,38
720509433,Blue,31
715091208,Blue,36
719269308,Blue,36
718200333,Blue,41
713487633,Blue,32
789363408,Silver,34
713916708,Gold,43
823833483,Blue,37
717756258,Blue,38
712879158,Gold,36
709474683,Blue,13
772313358,Blue,39
711856683,Blue,36
718530258,Blue,36
716288208,Blue,36
718712583,Blue,33
806432433,Blue,35
720074583,Blue,36
768848658,Blue,37
709895508,Blue,36
711542358,Gold,36
718773333,Blue,40
816832383,Blue,56
714042108,Blue,36
714664683,Blue,37
713894358,Gold,46
715436883,Blue,36
715260558,Blue,36
713664258,Blue,48
713364783,Blue,28
718078008,Blue,36
798546408,Blue,55
779018508,Blue,35
802668333,Blue,43
718320933,Blue,36
789016983,Blue,32
713907633,Blue,36
708474333,Blue,29
778894233,Blue,23
717244683,Blue,36
711410958,Blue,28
799711833,Blue,44
714047733,Blue,45
710061783,Blue,40
711082908,Blue,31
721190358,Blue,29
712760208,Blue,31
751563933,Blue,36
815498733,Blue,46
718433508,Blue,30
720935658,Blue,45
714754533,Platinum,44
714713508,Blue,36
715038033,Blue,54
809169858,Blue,56
718379358,Silver,28
779456508,Blue,34
708907833,Blue,27
708693558,Silver,38
718665933,Blue,30
816073983,Blue,48
715851333,Blue,27
712884408,Blue,30
715404783,Blue,35
773356008,Blue,51
789525408,Blue,42
721212258,Blue,40
719625933,Blue,36
714304458,Blue,36
819975183,Silver,39
785515533,Blue,37
720712533,Gold,36
709861008,Blue,30
713911233,Silver,39
712580958,Blue,30
719473458,Blue,42
711764733,Silver,36
794124708,Blue,41
780707733,Blue,30
780620883,Blue,37
720849708,Blue,37
789312033,Blue,38
778742358,Blue,24
719658858,Silver,36
713425383,Blue,46
770842833,Silver,36
712029783,Silver,36
718893333,Blue,36
711203658,Blue,34
718567758,Blue,32
771719283,Blue,27
717926358,Blue,30
779751258,Blue,31
774491958,Blue,47
713428833,Blue,32
714166833,Silver,34
809464608,Silver,31
789681708,Gold,33
713102733,Gold,31
715195383,Blue,36
812408058,Blue,34
787226508,Blue,41
713537733,Gold,36
715170183,Blue,36
717109983,Blue,39
713208033,Blue,36
712788258,Blue,34
758382183,Blue,43
715469583,Blue,36
709235058,Silver,36
714786483,Blue,35
713299758,Blue,36
771912408,Blue,38
721445658,Blue,34
719787633,Silver,36
713697933,Blue,36
712208658,Blue,33
708219108,Blue,38
709065483,Blue,28
715237683,Blue,44
712925808,Blue,36
788931558,Blue,32
717521508,Gold,28
713688933,Blue,28
712405908,Blue,40
789298833,Blue,40
715729683,Silver,36
717682233,Blue,36
712266633,Blue,36
719272458,Blue,41
780769308,Blue,29
721468533,Blue,36
816615633,Blue,42
720167508,Blue,35
711152658,Silver,36
771772083,Blue,37
708419733,Blue,39
709372608,Blue,31
788907033,Blue,26
711136008,Blue,33
716691783,Blue,36
812618883,Silver,42
715908558,Silver,36
718024908,Blue,40
709558608,Blue,31
824177733,Blue,49
719784708,Blue,36
717535083,Blue,40
712453308,Silver,36
721008933,Blue,36
720859533,Blue,39
789556533,Blue,45
717656433,Blue,40
792524358,Gold,49
758211483,Blue,38
801380808,Blue,38
716329383,Blue,36
716871633,Blue,38
718491708,Blue,38
787502883,Silver,48
715183308,Silver,38
713872833,Blue,41
708535158,Blue,29
711658758,Blue,35
717248583,Silver,34
713087958,Blue,36
721495458,Blue,32
786097158,Blue,42
712219083,Blue,28
715327683,Blue,36
715624533,Blue,30
715599633,Silver,38
718958583,Blue,36
717397983,Blue,29
715037133,Blue,36
818767458,Blue,36
778863258,Blue,27
712075083,Blue,41
711963183,Blue,36
720903258,Blue,28
772404633,Silver,39
713302758,Blue,40
717859233,Blue,37
712955433,Blue,16
718292283,Blue,42
713197308,Silver,33
789175683,Silver,38
811700058,Gold,36
818476383,Silver,45
720164358,Blue,43
710357208,Blue,39
711325308,Blue,34
721486908,Blue,36
711210633,Blue,42
712570458,Blue,33
712058133,Blue,36
708153558,Blue,31
709893858,Blue,36
709225758,Blue,37
709984083,Blue,36
711854808,Blue,32
822125283,Blue,45
717340608,Gold,39
711084183,Blue,42
720891633,Blue,46
719607183,Blue,42
715839708,Blue,39
717008358,Blue,36
769152783,Blue,54
788240358,Silver,24
716098683,Blue,36
802675983,Blue,33
712716108,Blue,36
709238358,Blue,39
708682908,Blue,28
812794983,Blue,31
708968733,Blue,38
779315508,Blue,25
740065833,Silver,40
721063533,Blue,41
718189908,Gold,31
780064983,Gold,29
770920908,Silver,26
718046433,Blue,35
711842508,Blue,33
772869033,Gold,38
715298808,Blue,32
708877458,Blue,34
787496733,Blue,35
789469083,Blue,46
709497108,Blue,36
784819758,Blue,48
720412308,Blue,36
719178183,Silver,42
789560433,Blue,42
712931733,Blue,36
714417183,Blue,31
771097683,Blue,30
713824983,Blue,35
715360458,Blue,36
711736083,Blue,36
714821433,Blue,36
779263533,Silver,16
773988708,Silver,43
719623083,Gold,24
718304583,Gold,33
720198183,Blue,27
780545133,Blue,36
711128433,Blue,36
789960783,Silver,30
709556208,Silver,28
712053033,Blue,34
794482158,Silver,32
780450708,Silver,45
710016708,Silver,26
709434408,Blue,26
778716783,Blue,32
712447758,Blue,39
779435883,Blue,19
719918358,Blue,36
720474408,Blue,41
719401158,Blue,53
778430733,Blue,25
717583908,Blue,45
823519458,Blue,40
712381683,Blue,36
716045508,Blue,36
820936533,Blue,43
721227258,Silver,31
771304383,Blue,33
717600483,Blue,43
778865583,Blue,27
709871658,Blue,36
818280108,Blue,38
716350008,Blue,36
778172583,Blue,36
719121708,Silver,31
714342033,Blue,34
788811558,Blue,35
788943333,Silver,37
719258433,Blue,42
717895833,Blue,44
711550983,Blue,37
714077583,Platinum,31
720939933,Blue,33
716725008,Blue,40
788824083,Blue,24
716335983,Blue,36
719157933,Blue,40
716704158,Blue,39
716258358,Blue,36
827904183,Blue,36
820394733,Gold,47
716574033,Silver,36
736786908,Blue,41
774099708,Blue,33
714282333,Blue,36
717471933,Blue,27
818316108,Blue,38
709838508,Silver,31
716212383,Blue,30
757667133,Blue,47
794571108,Silver,23
711370458,Gold,38
788528958,Blue,38
716745408,Blue,36
771752508,Blue,29
788916933,Gold,35
714938733,Blue,38
761818758,Blue,36
714422058,Blue,36
712191783,Gold,36
716319258,Blue,36
719813058,Blue,34
712351908,Blue,34
716742483,Blue,29
708160008,Blue,33
709269708,Platinum,34
779098308,Blue,32
717257658,Blue,29
775112958,Blue,45
788812608,Blue,39
711002058,Blue,33
716199408,Blue,41
718100808,Gold,37
790051758,Blue,42
772430733,Blue,32
713460258,Silver,36
820036533,Blue,45
719785683,Blue,36
711830433,Blue,32
807393558,Silver,46
718306308,Blue,36
772725408,Blue,30
711183558,Blue,39
720317658,Blue,35
710596983,Blue,37
716986458,Blue,36
717382608,Silver,36
825767658,Gold,45
717513933,Blue,26
789186858,Blue,41
717658758,Silver,36
715575258,Blue,35
714975633,Blue,36
715396983,Blue,36
712624383,Silver,41
721335558,Blue,36
711167808,Blue,30
713761608,Silver,34
713367858,Blue,36
710489583,Blue,36
720422358,Gold,36
772098858,Blue,33
789304983,Silver,34
779257233,Blue,29
717579258,Blue,36
709418508,Blue,35
778439883,Blue,31
716063583,Blue,32
716609433,Blue,46
721053633,Blue,31
711559008,Blue,28
718698558,Blue,34
770190258,Blue,43
709008708,Blue,34
823922208,Blue,45
718457058,Blue,35
708472008,Blue,36
710395233,Silver,36
716732958,Blue,32
780108408,Blue,37
720962208,Blue,27
714019083,Blue,30
721225083,Blue,36
819109308,Blue,56
721029858,Blue,36
716762733,Blue,40
710260983,Blue,36
793608258,Silver,48
719677758,Blue,36
771411408,Blue,38
794191008,Blue,40
708905733,Blue,32
788327358,Blue,54
751974258,Blue,44
805516608,Silver,45
720006333,Blue,40
780114558,Blue,35
713090658,Blue,44
718889508,Blue,37
824799108,Blue,42
788618208,Blue,30
713133258,Silver,36
717370533,Blue,26
720425508,Blue,36
712948383,Gold,36
712839633,Blue,22
820330008,Blue,42
826150608,Silver,40
779187783,Blue,38
720809358,Blue,32
714054408,Blue,42
789827208,Blue,31
718308558,Blue,37
801064833,Blue,36
719838558,Blue,35
714510483,Gold,36
718246458,Blue,45
710822808,Blue,33
791730183,Blue,32
709722858,Blue,37
712582983,Silver,36
714999483,Silver,36
711388458,Blue,36
796174983,Blue,46
712918083,Blue,33
715459158,Blue,26
712687083,Blue,24
713003358,Blue,30
812443458,Blue,52
712984983,Blue,30
708826158,Blue,27
788725608,Blue,17
717559533,Silver,42
720443358,Blue,36
806694333,Blue,39
709770408,Silver,36
718259433,Blue,40
770705208,Gold,30
720655833,Blue,30
797898858,Blue,34
779548008,Silver,35
718388733,Blue,32
711742758,Blue,32
757863258,Blue,38
711947358,Blue,38
712157958,Blue,36
814760358,Blue,48
710192283,Blue,36
718977483,Blue,46
712129158,Blue,36
714880533,Blue,36
808287408,Blue,40
709619433,Blue,44
708881583,Blue,43
711332883,Blue,46
717696333,Blue,36
820587258,Silver,40
768733533,Blue,47
779779083,Gold,26
720735408,Blue,30
819160158,Blue,37
